OrganizationName,Industries,HeadquartersLocation,Description,CBRank,PostalCode,EstimatedRevenueRange,OperatingStatus,FoundedDate,ExitDate,ClosedDate,Company Type,Website,NumberOfFounders,NumberOfEmployees,NumberOfFundingRounds,TotalEquityFundingAmount,TotalFundingAmount,Top5Investors,FullDescription,LastFundingAmount,LastFundingDate,NumberOfInvestors,FundingStatus,LastFundingType,
,,,,,,,,,,,,,,,,,,,,,,,,,
Aesuna,"Analytics , Artificial Intelligence (AI) , Medical","Munich , Bayern , Germany",Aesuna is an AI medical coding & analytics company.,"2,194,110",—,—,Active,—,—,—,For Profit,www.aesuna.io/,—,—,—,—,—,—,—,—,—,—,—,—,
AETROS Logo AETROS,"Artificial Intelligence (AI) , Education , Machine Learning , Software","Hamburg , Hamburg , Germany",Deep learning management platform.,"791,522",20535,—,Closed,2016,—,"Apr 30, 2018",For Profit,aetros.com,2,—,—,—,—,—,—,—,—,—,—,—,
Agenta Logo Agenta,"Apps , Artificial Intelligence (AI) , Information Technology , Machine Learning , Open Source , Software","Berlin , Berlin , Germany",Agenta is the open-source LLMOps platform that allows developers build production ready LLM-powered applications.,"61,585",—,—,Active,2023,—,—,For Profit,agenta.ai,2,1-10,2,"100,000.00 €","100,000.00 €",Antler,"Agenta is the open-source LLMOps platform that allows developers build production ready LLM-powered applications.Agenta aims to build, iterate, and evaluate user's LLM apps.The company was founded in 2023 and is based in Berlin, DE.",—,"Jun 23, 2023",1,—,Undisclosed,
Agentbase Logo Agentbase,"B2B , Consulting , Robotic Process Automation (RPA) , Software","Paderborn , Nordrhein-Westfalen , Germany","Agentbase specializes in low-code development, robotic process automation, and the digitalization of manual activities.","1,130,616",33100,$1M to $10M,Active,2001,—,—,For Profit,www.agentbase.de,—,11-50,—,—,—,—,—,—,—,—,—,—,
AGENTS.inc Logo AGENTS.inc,"Artificial Intelligence (AI) , Software","Berlin , Berlin , Germany","Revolutionizing generative AI with top-tier, secure, and user-friendly AI Agents for 24/7, real-time data integration and process automation","285,622",—,—,Active,2016,—,—,For Profit,www.agents.inc,2,11-50,1,—,—,Future Energy Ventures,"AGENTS.inc offers AI Agents that elevate generative AI to the next level by delivering exceptional quality outcomes with high accuracy and efficiency. They ensure complete data control and security, streamline professional processes through advanced automation, and provide a user-friendly experience. These digital employees integrate internal and external data sources with knowledge graphs and AI models for real-time, reliable results, operating 24/7. The AI Agents HQ Platform offers interoperability for AI Agents, a user-friendly interface, and a scalable infrastructure for diverse agents, data sources, and AI models.",—,"Dec 21, 2017",1,Seed,Pre-Seed,
,,,,,,,,,,,,,,,,,,,,,,,,,
Agile Robots AG Logo Agile Robots AG,"Artificial Intelligence (AI) , Industrial Automation , Robotics","Gilching , Bayern , Germany",Agile Robots is an intelligent robot system development and application service provider.,"2,208",82205,$50M to $100M,Active,2018,—,—,For Profit,www.agile-robots.com/,3,501-1000,5,"$270,050,589","$270,050,589","Sequoia Capital China , Hillhouse Investment , SoftBank Vision Fund , C Ventures , Royal Group","Agile Robots is an intelligent robot system development and application service provider, dedicated to the development and application of intelligent robot systems. The core products include 7-degree-of-freedom lightweight arm and general-purpose robot controller. , robot vision system, etc.","$30,000,000","Apr 15, 2022",15,—,Venture - Series Unknown,
Agile-IS Logo Agile-IS,"Artificial Intelligence (AI) , Software , Web Development","Fulda , Hessen , Germany","Agile-IS provides software and web development, integrated cloud services, artificial intelligence, and error analysis services.","847,778",36037,Less than $1M,Active,2011,—,—,For Profit,www.agile-is.de/en,—,1-10,—,—,—,—,—,—,—,—,—,—,
agileful Logo agileful,"Information Technology , Machine Learning , Software","Berlin , Berlin , Germany","agileful is an IT company that offers agile software development focusing on web, mobile, big data, and ML technologies.","488,850",—,—,Active,—,—,—,For Profit,agileful.com,1,11-50,—,—,—,—,—,—,—,—,—,—,
agileGravity Logo agileGravity,"Artificial Intelligence (AI) , Chatbot , Machine Learning , Software","Rheinzabern , Rheinland-Pfalz , Germany",AgileGravity is a developer of AI chatbots that connects the data and services.,"1,048,206",76764,—,Active,"Apr 14, 2015",—,—,For Profit,www.agilegravity.com/,3,1-10,—,—,—,—,"agileGravity was born out of the desire to use data & AI to build a chatbot that is 100% user centric and really serves the customer. To reach this goal we rethink classical usability concepts and data structures and crafted a borderless chatbot solution that is one of a kind flexible. Our AI chatbot solution fits in any use case and can process any enterprise data to upgrade the output.  ""The customer is king & queen"" is our dedication. And this you see in the results, out AI chatbot solutions reach. Our „customer first“ approach drives your conversion significantly. Our AI chatbot solutions streamline and automate business processes and personalize customer experiences. We are all data driven and e-commerce rooted and there is nothing that is impossible. We provide business AI chatbot software solutions that matter!Product. Our chatbot software ""Business A.I."" delivers customer satisfaction & a unique customer experience. Our chatbot supports your customer - the user of your digital customer facing channel - at any step of his journey. Our chatbot is, where the customer is, within your digital customer channel and supports your customer on the point with the information he needs: products, cross selling, support, company services, content, search, etc. About the team:We love what we do! There is nothing more to say.",—,—,—,—,—,
Agrivero.ai Logo Agrivero.ai,"Artificial Intelligence (AI) , Software","Berlin , Berlin , Germany","Agrivero is a developer of an AI-enabled platform designed for quality control, analytics, and traceability of the coffee value chain.","592,484",—,—,Active,2019,—,—,For Profit,www.agrivero.ai/,—,1-10,1,—,—,BFF Berlin Founders Fund,"Agrivero develops solutions for quality control and traceability of green coffee and other agricultural products using computer vision and AI. It also offers a green coffee app that allows the scanning and analysis of the physical quality of green coffee bean color, screen size, and defect within minutes.",—,"Jan 1, 2021",1,Seed,Seed,
AgTech IT Services Logo AgTech IT Services,"CRM , Developer Tools , Enterprise Resource Planning (ERP) , Robotic Process Automation (RPA)","Berlin , Berlin , Germany","ATIS is a digital tool developer that develops invoice processing, CRM, ERP, business, and robotic process automation tools.","1,314,391",12557,$1M to $10M,Active,2020,—,—,For Profit,agriculture.dev,—,51-100,—,—,—,—,—,—,—,—,—,—,
AGVOLUTION Logo AGVOLUTION,"AgTech , Artificial Intelligence (AI) , Forestry , Horticulture , Internet of Things , Machine Learning , Natural Language Processing , Smart Cities , Software , Water","Göttingen , Niedersachsen , Germany","AGVOLUTION offers climate-smart solutions in agriculture, horticulture and public green through unique IoT and AI-Software.","249,603",37075,—,Active,"Mar 9, 2020",—,—,For Profit,en.agvolution.com/,—,11-50,—,—,—,—,"In the ever-evolving world of agriculture, understanding local climate risks isn't just crucial – it's the foundation on which adaptation and AI model training rely.Recent years have starkly shown the toll climate change takes on plant cultivation, with losses of up to 100%. Yet, we're stuck in discussions and demonstrations, not action. Enter Agvolution: merging CLIMAVI IoT sensors with FARMALYZER AI, we tackle this challenge head-on. AGVOLUTION removes tech barriers, empowering all growers to thrive despite climate change, conserve resources, and ensure profitability.The Agvolution isn't just a startup; it's a necessity to shape the future of resilient, prosperous agriculture, because we are all dependent on the climate. Join us now for a tomorrow where innovation meets sustainability in every harvest.",—,—,—,—,—,
AI Bots as a Service - a Conversational AI engine by AI BaaS Logo AI Bots as a Service - a Conversational AI engine by AI BaaS,"Artificial Intelligence (AI) , Digital Entertainment , E-Commerce , Machine Learning , Natural Language Processing , Outdoor Advertising , SaaS , Speech Recognition , UX Design , Virtual Assistant","Munich , Bayern , Germany",A world-leading Conversational AI engine. Voice assistants powered by AI BaaS.,"263,509",82031,—,Active,"Jan 7, 2020",—,—,For Profit,ai-bots-as-a-service.business.site,4,11-50,2,—,—,—,"Edge computing, low code in the cloud: 2D online & 3D Mixed Reality voice assistants. A world-leading Conversational AI engine. Voice assistants powered by AI BaaS in Munich. Using our proprietary algorithm VAIP [Virtual Artificially Intelligent Patois], developed 100% inhouse by AI BaaS's CTO, we have made it a robust, flexible, agile low code enterprise solution. With a decade of beta testing in the public space with online 2D chatbots and various commercial Greenfield pilots.The Munich tech venture AI Bots as a Service delivers low code SaaS packages via their global OEM network to end users ie B2B2C clients. BUSINESS MODEL:  B2B annual, software only subscriptions sold by the company's OEM partners. These contracted vendors attach their own hardware & develop around the AI BaaS packages such as a screen or voice device of their choice so that the SaaS product is Plug & Play. The Intellectual Property includes their own source code or proprietary algorithm developed fully inhouse over 10 years. Voice-based, multilingual, bespoke AI Brains. Personalised avatar in 3D format & 2D online. Latest iterations include motion detection, hand tracking with voice only Cognitive Interfaces for Conversational AI.™AI BaaS creates# Virtual Assistants# Wayfinder for FAQs# Mixed Reality publicists & promoters# virtual games hosts & event PR# online & offline pollsters & survey marketersInhouse Programmers, UX Designers, Personalised Avatars & Reliable Hardware: AI BaaS partner with EU hardware manufacturers & have their own designers and coders for their proprietary algorithm VAIP, Virtual Artificially Intelligent Patois.FROM THE AI BAAS WEBSITE: Conversational Commerce with a personalised 3D avatar as a hologram, robot or cognitive interface: we can fully customise the bot brain to suit your immediate sales campaign & long term marketing strategies. GDPR standards integrated into our proprietary software ""Made in Germany"". Plug & Play Yet Customised Individually: Our biggest USP is that we easily quickly customise your avatar, botify your sites & then let you plug it in. No maintenance required as we manage the Bots as a Service 100% inhouse. No more uncertainty & costs blow out while you trial New Tech, AI & chatbot builds. We personalise, customise & work at speed to ensure a seamless stress free deployment of your bespoke AI bot avatars by brief.",—,"Nov 1, 2019",—,Seed,Seed,
